"EMPLID","ACAD_CAREER","TERM","TERM_DESCR","FALL_COHORT_DESCR","CLASS_NBR","CLASS_NBR_STR","STDNT_ENRL_STATUS","CRSE_GRADE_OFF","CRSE_GRADE_MODIFIED","DFW_FLAG","TERM_TYPE","CLASS_DESCR","SUBJECT","DESCR_SUBJECT_MISMATCH"
"10000007073",GRAD,"0870",Fall Semester 2016,Fall Semester 2016,45836,"45836",EN,N,N,0,FALL,Special Topics in ECON,MATH,1
"10000007074",GRAD,"0980",Summer Semester 2020,,32305,"32305",DR,,N,0,SUMMER,Intro to ART,ART,0
"10000007075",LAW,"1120",Spring Semester 2025,,54941,"54941",WL,P,N,1,SPRING,Intro to MATH,MATH,0
"10000007076",LAW,"1160",Summer Semester 2026,,55796,"55796",EN,A,A,0,SUMMER,Survey of BIO,BIO,0
"10000007077",LAW,"1160",Summer Semester 2026,,49212,"49212",DR,A,N,0,SUMMER,Seminar in CHEM,CHEM,0
"10000007078",LAW,"0840",Fall Semester 2015,Fall Semester 2015,36931,"36931",EN,P,P,0,FALL,Fundamentals of CHEM,CHEM,0
"10000007079",GRAD,"1150",Spring Semester 2026,,47264,"47264",DR,,N,0,SPRING,Intro to HIST,HIST,0
"10000007080",LAW,"1060",Spring Semester 2023,,52630,"52630",DR,A,N,0,SPRING,Intro to HIST,PHYS,1
"10000007081",LAW,"1030",Spring Semester 2022,,58650,"58650",DR,B,N,0,SPRING,Survey of ART,HIST,1
"10000007082",GRAD,"0950",Summer Semester 2019,,47383,"47383",WL,B,N,1,SUMMER,Seminar in PSYC,PSYC,0
"10000007083",UGRD,"0860",Summer Semester 2016,,58738,"58738",EN,C,C,0,SUMMER,Workshop: ART,ART,0
"10000007084",UGRD,"1100",Summer Semester 2024,,56738,"56738",DR,,N,0,SUMMER,Survey of BIO,BIO,0
"10000007085",UGRD,"1070",Summer Semester 2023,,34626,"34626",EN,,N,0,SUMMER,Workshop: BIO,BIO,0
"10000007086",LAW,"0900",Fall Semester 2017,Fall Semester 2017,42343,"42343",EN,A,A,0,FALL,Survey of PHYS,PHYS,0
"10000007087",LAW,"1010",Summer Semester 2021,,34026,"34026",DR,N,N,0,SUMMER,Advanced ECON,ECON,0
"10000007088",LAW,"1100",Summer Semester 2024,,32374,"32374",EN,P,P,0,SUMMER,Workshop: PSYC,PSYC,0
"10000007089",UGRD,"0880",Spring Semester 2017,,58495,"58495",EN,,N,0,SPRING,Lab in ENGL,PSYC,1
"10000007090",GRAD,"1060",Spring Semester 2023,,50382,"50382",EN,A,A,0,SPRING,Workshop: CHEM,CHEM,0
"10000007091",LAW,"1150",Spring Semester 2026,,39993,"39993",DR,P,N,0,SPRING,Survey of BIO,ART,1
"10000007092",LAW,"1070",Summer Semester 2023,,58283,"58283",DR,C,N,0,SUMMER,Principles of HIST,HIST,0
"10000007093",LAW,"0870",Fall Semester 2016,,59987,"59987",DR,P,N,0,FALL,Survey of PSYC,PSYC,0
"10000007094",GRAD,"1010",Summer Semester 2021,,41749,"41749",EN,A,A,0,SUMMER,Intro to ART,ART,0
"10000007095",LAW,"0860",Summer Semester 2016,,43464,"43464",DR,P,N,0,SUMMER,Workshop: ECON,PHYS,1
"10000007096",GRAD,"1100",Summer Semester 2024,,36010,"36010",EN,P,P,0,SUMMER,Survey of BIO,HIST,1
"10000007097",UGRD,"1070",Summer Semester 2023,,32758,"32758",EN,C,C,0,SUMMER,Principles of ENGL,ENGL,0
"10000007098",GRAD,"1100",Summer Semester 2024,,36629,"36629",EN,B,B,0,SUMMER,Advanced ART,ART,0
"10000007099",GRAD,"1090",Spring Semester 2024,,30635,"30635",WL,B,N,1,SPRING,Fundamentals of ENGL,ENGL,0
"10000007100",LAW,"1140",Fall Semester 2025,Fall Semester 2025,58420,"58420",EN,,N,0,FALL,Seminar in ECON,PSYC,1
"10000007101",LAW,"1060",Spring Semester 2023,,50154,"50154",WL,C,N,1,SPRING,Fundamentals of BIO,BIO,0
"10000007102",GRAD,"1170",Fall Semester 2026,,49038,"49038",DR,A,N,0,FALL,Seminar in PSYC,PSYC,0
"10000007103",GRAD,"0870",Fall Semester 2016,Fall Semester 2016,35030,"35030",EN,C,C,0,FALL,Intro to MATH,MATH,0
"10000007104",GRAD,"1090",Spring Semester 2024,,57273,"57273",EN,,N,0,SPRING,Special Topics in PSYC,PHYS,1
"10000007105",UGRD,"0820",Spring Semester 2015,,36989,"36989",WL,N,N,1,SPRING,Lab in PSYC,PSYC,0
"10000007106",GRAD,"0930",Fall Semester 2018,,39656,"39656",DR,A,N,0,FALL,Fundamentals of PSYC,PSYC,0
"10000007107",GRAD,"0860",Summer Semester 2016,,42955,"42955",DR,N,N,0,SUMMER,Principles of PHYS,PHYS,0
"10000007108",UGRD,"0880",Spring Semester 2017,,59986,"59986",EN,P,P,0,SPRING,Seminar in MATH,MATH,0
"10000007109",UGRD,"1190",Summer Semester 2027,,56859,"56859",DR,N,N,0,SUMMER,Lab in ART,ART,0
"10000007110",GRAD,"0900",Fall Semester 2017,Fall Semester 2017,50368,"50368",EN,P,P,0,FALL,Principles of PHYS,PHYS,0
"10000007111",UGRD,"0860",Summer Semester 2016,,58738,"58738",EN,N,N,0,SUMMER,Workshop: ART,ART,0
"10000007112",LAW,"0970",Spring Semester 2020,,57284,"57284",EN,A,A,0,SPRING,Lab in CHEM,CHEM,0
"10000007113",LAW,"1150",Spring Semester 2026,,53116,"53116",EN,C,C,0,SPRING,Workshop: BIO,BIO,0
"10000007114",UGRD,"1070",Summer Semester 2023,,35539,"35539",DR,P,N,0,SUMMER,Advanced BIO,BIO,0
"10000007115",LAW,"1010",Summer Semester 2021,,56127,"56127",EN,C,C,0,SUMMER,Fundamentals of BIO,ART,1
"10000007116",LAW,"0900",Fall Semester 2017,Fall Semester 2017,34691,"34691",EN,N,N,0,FALL,Lab in HIST,HIST,0
"10000007117",GRAD,"1190",Summer Semester 2027,,37344,"37344",WL,C,N,1,SUMMER,Advanced ART,CHEM,1
"10000007118",GRAD,"0840",Fall Semester 2015,Fall Semester 2015,53172,"53172",EN,A,A,0,FALL,Intro to MATH,MATH,0
"10000007119",GRAD,"1190",Summer Semester 2027,,53455,"53455",DR,P,N,0,SUMMER,Workshop: CHEM,CHEM,0
"10000007120",UGRD,"0830",Summer Semester 2015,,48563,"48563",DR,,N,0,SUMMER,Seminar in ENGL,PHYS,1
"10000007121",GRAD,"0960",Fall Semester 2019,,37876,"37876",WL,C,N,1,FALL,Fundamentals of HIST,HIST,0
"10000007122",LAW,"1000",Spring Semester 2021,,59396,"59396",EN,B,B,0,SPRING,Survey of PHYS,PHYS,0
"10000007123",UGRD,"0890",Summer Semester 2017,,31088,"31088",DR,C,N,0,SUMMER,Topics in CHEM,CHEM,0
"10000007124",GRAD,"1010",Summer Semester 2021,,59097,"59097",EN,N,N,0,SUMMER,Topics in CS,CS,0
"10000007125",GRAD,"1040",Summer Semester 2022,,50796,"50796",WL,A,N,1,SUMMER,Special Topics in CHEM,CHEM,0
"10000007126",GRAD,"0920",Summer Semester 2018,,41858,"41858",DR,P,N,0,SUMMER,Advanced ART,ART,0
"10000007127",LAW,"0850",Spring Semester 2016,,52947,"52947",DR,N,N,0,SPRING,Survey of CHEM,CHEM,0
"10000007128",GRAD,"0960",Fall Semester 2019,,45728,"45728",WL,A,N,1,FALL,Principles of CHEM,CHEM,0
"10000007129",GRAD,"1180",Spring Semester 2027,,40856,"40856",EN,P,P,0,SPRING,Intro to ECON,ECON,0
"10000007130",UGRD,"1090",Spring Semester 2024,,35770,"35770",WL,A,N,1,SPRING,Special Topics in CS,CS,0
"10000007131",GRAD,"0960",Fall Semester 2019,,56855,"56855",WL,P,N,1,FALL,Lab in ECON,ECON,0
"10000007132",UGRD,"0970",Spring Semester 2020,,48574,"48574",DR,N,N,0,SPRING,Lab in CHEM,CHEM,0
"10000007133",GRAD,"0920",Summer Semester 2018,,34525,"34525",WL,P,N,1,SUMMER,Seminar in PHYS,PHYS,0
"10000007134",LAW,"1050",Fall Semester 2022,Fall Semester 2022,58381,"58381",EN,,N,0,FALL,Fundamentals of ART,ART,0
"10000007135",UGRD,"0940",Spring Semester 2019,,51799,"51799",WL,,N,1,SPRING,Workshop: ENGL,ENGL,0
"10000007136",UGRD,"1190",Summer Semester 2027,,56859,"56859",EN,C,C,0,SUMMER,Lab in ART,ART,0
"10000007137",UGRD,"1140",Fall Semester 2025,,47422,"47422",DR,N,N,0,FALL,Seminar in ART,ART,0
"10000007138",GRAD,"1060",Spring Semester 2023,,46590,"46590",DR,C,N,0,SPRING,Seminar in CHEM,CHEM,0
"10000007139",GRAD,"1110",Fall Semester 2024,,56889,"56889",WL,A,N,1,FALL,Survey of CS,CS,0
"10000007140",LAW,"1120",Spring Semester 2025,,43929,"43929",EN,B,B,0,SPRING,Intro to ENGL,ENGL,0
"10000007141",LAW,"0830",Summer Semester 2015,,46192,"46192",WL,A,N,1,SUMMER,Principles of ECON,ECON,0
"10000007142",UGRD,"1110",Fall Semester 2024,,54442,"54442",WL,P,N,1,FALL,Fundamentals of ECON,ECON,0
"10000007143",GRAD,"1170",Fall Semester 2026,Fall Semester 2026,30801,"30801",EN,C,C,0,FALL,Advanced PSYC,PSYC,0
"10000007144",GRAD,"0970",Spring Semester 2020,,43740,"43740",DR,N,N,0,SPRING,Advanced ART,ECON,1
"10000007145",UGRD,"0840",Fall Semester 2015,,31019,"31019",WL,N,N,1,FALL,Topics in ENGL,ENGL,0
"10000007146",LAW,"0930",Fall Semester 2018,,49104,"49104",DR,C,N,0,FALL,Special Topics in PSYC,PSYC,0
"10000007147",GRAD,"0980",Summer Semester 2020,,34810,"34810",WL,N,N,1,SUMMER,Fundamentals of MATH,MATH,0
"10000007148",UGRD,"1010",Summer Semester 2021,,37991,"37991",WL,,N,1,SUMMER,Survey of PSYC,PSYC,0
"10000007149",UGRD,"1140",Fall Semester 2025,,58296,"58296",DR,,N,0,FALL,Lab in BIO,BIO,0
"10000007150",LAW,"0960",Fall Semester 2019,,36970,"36970",DR,,N,0,FALL,Principles of CS,CS,0
"10000007151",GRAD,"0930",Fall Semester 2018,,40798,"40798",DR,,N,0,FALL,Principles of ECON,ECON,0
"10000007152",LAW,"0970",Spring Semester 2020,,53577,"53577",DR,C,N,0,SPRING,Fundamentals of PSYC,PSYC,0
"10000007153",UGRD,"0950",Summer Semester 2019,,59213,"59213",WL,N,N,1,SUMMER,Topics in ENGL,ENGL,0
"10000007154",GRAD,"1010",Summer Semester 2021,,35754,"35754",WL,B,N,1,SUMMER,Special Topics in PSYC,PSYC,0
"10000007155",UGRD,"1050",Fall Semester 2022,,31783,"31783",WL,C,N,1,FALL,Workshop: ENGL,ENGL,0
"10000007156",UGRD,"0960",Fall Semester 2019,,57064,"57064",DR,C,N,0,FALL,Survey of BIO,BIO,0
"10000007157",LAW,"1120",Spring Semester 2025,,45454,"45454",DR,,N,0,SPRING,Advanced CS,CS,0
"10000007158",GRAD,"0950",Summer Semester 2019,,54842,"54842",EN,A,A,0,SUMMER,Intro to CS,CS,0
"10000007159",GRAD,"1180",Spring Semester 2027,,47136,"47136",WL,B,N,1,SPRING,Seminar in CS,CS,0
"10000007160",UGRD,"0970",Spring Semester 2020,,56027,"56027",DR,N,N,0,SPRING,Special Topics in CHEM,CHEM,0
"10000007161",GRAD,"1070",Summer Semester 2023,,41175,"41175",WL,A,N,1,SUMMER,Topics in CHEM,CHEM,0
"10000007162",LAW,"1030",Spring Semester 2022,,56203,"56203",DR,A,N,0,SPRING,Intro to ART,ART,0
"10000007163",LAW,"0850",Spring Semester 2016,,40155,"40155",EN,A,A,0,SPRING,Survey of ENGL,ENGL,0
"10000007164",UGRD,"0890",Summer Semester 2017,,30706,"30706",WL,B,N,1,SUMMER,Workshop: CHEM,CHEM,0
"10000007165",LAW,"0980",Summer Semester 2020,,30398,"30398",DR,A,N,0,SUMMER,Workshop: ECON,ECON,0
"10000007166",GRAD,"0930",Fall Semester 2018,,43734,"43734",DR,B,N,0,FALL,Principles of CHEM,CHEM,0
"10000007167",UGRD,"0850",Spring Semester 2016,,52947,"52947",EN,N,N,0,SPRING,Survey of CHEM,CHEM,0
"10000007168",LAW,"0940",Spring Semester 2019,,38704,"38704",DR,N,N,0,SPRING,Principles of ECON,ECON,0
"10000007169",UGRD,"1190",Summer Semester 2027,,53455,"53455",DR,C,N,0,SUMMER,Workshop: CHEM,CHEM,0
"10000007170",UGRD,"1160",Summer Semester 2026,,33965,"33965",EN,A,A,0,SUMMER,Fundamentals of MATH,MATH,0
"10000007171",GRAD,"0900",Fall Semester 2017,Fall Semester 2017,43511,"43511",EN,N,N,0,FALL,Fundamentals of BIO,BIO,0
"10000007172",UGRD,"1190",Summer Semester 2027,,31492,"31492",WL,,N,1,SUMMER,Fundamentals of CHEM,CHEM,0
"10000007173",UGRD,"1050",Fall Semester 2022,,34054,"34054",WL,B,N,1,FALL,Special Topics in ECON,ECON,0
"10000007174",LAW,"1010",Summer Semester 2021,,35186,"35186",EN,B,B,0,SUMMER,Intro to CHEM,HIST,1
"10000007175",LAW,"0830",Summer Semester 2015,,31389,"31389",EN,P,P,0,SUMMER,Seminar in HIST,HIST,0
"10000007176",GRAD,"1020",Fall Semester 2021,,35906,"35906",DR,N,N,0,FALL,Seminar in BIO,BIO,0
"10000007177",UGRD,"1110",Fall Semester 2024,Fall Semester 2024,47228,"47228",EN,N,N,0,FALL,Advanced PHYS,PHYS,0
"10000007178",UGRD,"0940",Spring Semester 2019,,54558,"54558",EN,C,C,0,SPRING,Special Topics in ART,PSYC,1
"10000007179",LAW,"1040",Summer Semester 2022,,46481,"46481",WL,B,N,1,SUMMER,Special Topics in ECON,ECON,0
"10000007180",GRAD,"0850",Spring Semester 2016,,56730,"56730",EN,B,B,0,SPRING,Seminar in BIO,BIO,0
"10000007181",UGRD,"1000",Spring Semester 2021,,49691,"49691",DR,P,N,0,SPRING,Survey of CS,CS,0
"10000007182",LAW,"1150",Spring Semester 2026,,59057,"59057",DR,,N,0,SPRING,Principles of MATH,MATH,0
"10000007183",UGRD,"0920",Summer Semester 2018,,47786,"47786",EN,P,P,0,SUMMER,Principles of MATH,ENGL,1
"10000007184",UGRD,"1040",Summer Semester 2022,,36936,"36936",WL,C,N,1,SUMMER,Seminar in ENGL,ENGL,0
"10000007185",LAW,"1010",Summer Semester 2021,,41628,"41628",WL,C,N,1,SUMMER,Special Topics in HIST,CHEM,1
"10000007186",LAW,"1010",Summer Semester 2021,,32460,"32460",EN,,N,0,SUMMER,Principles of PSYC,PSYC,0
"10000007187",GRAD,"0980",Summer Semester 2020,,51985,"51985",DR,B,N,0,SUMMER,Lab in CS,CS,0
"10000007188",GRAD,"1020",Fall Semester 2021,Fall Semester 2021,51062,"51062",EN,B,B,0,FALL,Topics in PSYC,PSYC,0
"10000007189",LAW,"1070",Summer Semester 2023,,54427,"54427",WL,B,N,1,SUMMER,Workshop: ENGL,ENGL,0
"10000007190",UGRD,"1190",Summer Semester 2027,,31060,"31060",DR,P,N,0,SUMMER,Survey of BIO,BIO,0
"10000007191",LAW,"1130",Summer Semester 2025,,52926,"52926",DR,,N,0,SUMMER,Principles of ART,ART,0
"10000007192",LAW,"0890",Summer Semester 2017,,51187,"51187",DR,C,N,0,SUMMER,Intro to PSYC,PSYC,0
"10000007193",UGRD,"0880",Spring Semester 2017,,58379,"58379",DR,,N,0,SPRING,Survey of ENGL,CHEM,1
"10000007194",UGRD,"1000",Spring Semester 2021,,52704,"52704",EN,P,P,0,SPRING,Survey of BIO,BIO,0
"10000007195",LAW,"0970",Spring Semester 2020,,53756,"53756",DR,C,N,0,SPRING,Lab in ECON,ECON,0
"10000007196",LAW,"0880",Spring Semester 2017,,46072,"46072",EN,B,B,0,SPRING,Fundamentals of ENGL,CS,1
"10000007197",GRAD,"0810",Fall Semester 2014,Fall Semester 2014,56370,"56370",EN,A,A,0,FALL,Special Topics in CHEM,CHEM,0
"10000007198",UGRD,"0980",Summer Semester 2020,,36719,"36719",WL,N,N,1,SUMMER,Principles of MATH,MATH,0
"10000007199",UGRD,"0960",Fall Semester 2019,,36195,"36195",DR,B,N,0,FALL,Workshop: BIO,BIO,0
"10000007200",UGRD,"0950",Summer Semester 2019,,50534,"50534",WL,N,N,1,SUMMER,Workshop: BIO,BIO,0
"10000007201",UGRD,"1040",Summer Semester 2022,,39494,"39494",DR,P,N,0,SUMMER,Survey of CHEM,CHEM,0
"10000007202",UGRD,"0970",Spring Semester 2020,,35731,"35731",EN,N,N,0,SPRING,Special Topics in ECON,ECON,0
"10000007203",GRAD,"0920",Summer Semester 2018,,39567,"39567",DR,B,N,0,SUMMER,Special Topics in ART,ART,0
"10000007204",GRAD,"0980",Summer Semester 2020,,46788,"46788",WL,A,N,1,SUMMER,Advanced HIST,CS,1
"10000007205",LAW,"0830",Summer Semester 2015,,33160,"33160",WL,B,N,1,SUMMER,Lab in HIST,HIST,0
"10000007206",GRAD,"0860",Summer Semester 2016,,42881,"42881",WL,A,N,1,SUMMER,Workshop: PSYC,PHYS,1
"10000007207",GRAD,"0880",Spring Semester 2017,,41732,"41732",WL,P,N,1,SPRING,Intro to PSYC,PSYC,0
"10000007208",UGRD,"1090",Spring Semester 2024,,51942,"51942",DR,N,N,0,SPRING,Seminar in ENGL,ENGL,0
"10000007209",UGRD,"0970",Spring Semester 2020,,51444,"51444",WL,P,N,1,SPRING,Principles of CS,CS,0
"10000007210",GRAD,"0940",Spring Semester 2019,,45179,"45179",WL,N,N,1,SPRING,Survey of MATH,ECON,1
"10000007211",LAW,"0810",Fall Semester 2014,Fall Semester 2014,34113,"34113",EN,N,N,0,FALL,Survey of BIO,PSYC,1
"10000007212",LAW,"0990",Fall Semester 2020,,59158,"59158",DR,A,N,0,FALL,Survey of MATH,MATH,0
"10000007213",UGRD,"1140",Fall Semester 2025,Fall Semester 2025,59770,"59770",EN,P,P,0,FALL,Seminar in PSYC,PSYC,0
"10000007214",GRAD,"1030",Spring Semester 2022,,51694,"51694",DR,C,N,0,SPRING,Lab in CS,CS,0
"10000007215",GRAD,"1060",Spring Semester 2023,,31666,"31666",WL,N,N,1,SPRING,Advanced ENGL,ENGL,0
"10000007216",UGRD,"0930",Fall Semester 2018,,30746,"30746",DR,C,N,0,FALL,Intro to CS,CS,0
"10000007217",LAW,"0930",Fall Semester 2018,,30462,"30462",WL,A,N,1,FALL,Special Topics in PSYC,PSYC,0
"10000007218",LAW,"0930",Fall Semester 2018,,46214,"46214",DR,C,N,0,FALL,Survey of ENGL,ENGL,0
"10000007219",UGRD,"1120",Spring Semester 2025,,49792,"49792",DR,A,N,0,SPRING,Special Topics in BIO,BIO,0
"10000007220",LAW,"0870",Fall Semester 2016,,35030,"35030",DR,C,N,0,FALL,Intro to MATH,MATH,0
"10000007221",GRAD,"1110",Fall Semester 2024,,39487,"39487",WL,P,N,1,FALL,Lab in ECON,ECON,0
"10000007222",UGRD,"0930",Fall Semester 2018,,40798,"40798",WL,B,N,1,FALL,Principles of ECON,ECON,0
"10000007223",GRAD,"0990",Fall Semester 2020,,34412,"34412",DR,N,N,0,FALL,Intro to MATH,MATH,0
"10000007224",LAW,"1110",Fall Semester 2024,Fall Semester 2024,44103,"44103",EN,C,C,0,FALL,Lab in PSYC,PSYC,0
"10000007225",LAW,"1080",Fall Semester 2023,,53056,"53056",DR,,N,0,FALL,Fundamentals of PHYS,MATH,1
"10000007226",UGRD,"1110",Fall Semester 2024,,40444,"40444",WL,,N,1,FALL,Workshop: BIO,PSYC,1
"10000007227",GRAD,"1150",Spring Semester 2026,,52248,"52248",EN,C,C,0,SPRING,Topics in ART,ART,0
"10000007228",GRAD,"1010",Summer Semester 2021,,59983,"59983",WL,N,N,1,SUMMER,Fundamentals of MATH,MATH,0
"10000007229",UGRD,"1000",Spring Semester 2021,,33226,"33226",DR,C,N,0,SPRING,Intro to PSYC,MATH,1
"10000007230",LAW,"0940",Spring Semester 2019,,40384,"40384",EN,,N,0,SPRING,Advanced MATH,PSYC,1
"10000007231",UGRD,"1030",Spring Semester 2022,,44151,"44151",WL,N,N,1,SPRING,Seminar in MATH,BIO,1
"10000007232",UGRD,"0840",Fall Semester 2015,Fall Semester 2015,44564,"44564",EN,A,A,0,FALL,Topics in PHYS,PHYS,0
"10000007233",UGRD,"1020",Fall Semester 2021,,51300,"51300",DR,P,N,0,FALL,Lab in ECON,ECON,0
"10000007234",UGRD,"1040",Summer Semester 2022,,30647,"30647",EN,N,N,0,SUMMER,Fundamentals of ENGL,ENGL,0
"10000007235",GRAD,"1140",Fall Semester 2025,Fall Semester 2025,57447,"57447",EN,,N,0,FALL,Fundamentals of ECON,ECON,0
"10000007236",GRAD,"1040",Summer Semester 2022,,43347,"43347",DR,C,N,0,SUMMER,Workshop: CHEM,CHEM,0
"10000007237",UGRD,"1030",Spring Semester 2022,,37266,"37266",WL,B,N,1,SPRING,Workshop: MATH,MATH,0
"10000007238",LAW,"1000",Spring Semester 2021,,48172,"48172",WL,C,N,1,SPRING,Special Topics in ART,ART,0
"10000007239",LAW,"0860",Summer Semester 2016,,34302,"34302",WL,N,N,1,SUMMER,Lab in HIST,HIST,0
"10000007240",GRAD,"1060",Spring Semester 2023,,41069,"41069",EN,N,N,0,SPRING,Seminar in CHEM,CHEM,0
"10000007241",UGRD,"0890",Summer Semester 2017,,48935,"48935",WL,C,N,1,SUMMER,Topics in MATH,MATH,0
"10000007242",LAW,"0850",Spring Semester 2016,,55505,"55505",DR,N,N,0,SPRING,Special Topics in ECON,ECON,0
"10000007243",GRAD,"0980",Summer Semester 2020,,38322,"38322",WL,A,N,1,SUMMER,Seminar in ECON,ECON,0
"10000007244",LAW,"0840",Fall Semester 2015,,57590,"57590",DR,C,N,0,FALL,Survey of ENGL,MATH,1
"10000007245",GRAD,"1180",Spring Semester 2027,,53985,"53985",DR,C,N,0,SPRING,Principles of PHYS,PHYS,0
"10000007246",UGRD,"1170",Fall Semester 2026,,51370,"51370",WL,N,N,1,FALL,Intro to CHEM,CHEM,0
"10000007247",LAW,"0810",Fall Semester 2014,Fall Semester 2014,58262,"58262",EN,N,N,0,FALL,Special Topics in MATH,BIO,1
"10000007248",UGRD,"1040",Summer Semester 2022,,52796,"52796",EN,B,B,0,SUMMER,Seminar in MATH,MATH,0
"10000007249",LAW,"0950",Summer Semester 2019,,41766,"41766",WL,C,N,1,SUMMER,Special Topics in BIO,BIO,0
"10000007250",LAW,"1060",Spring Semester 2023,,50490,"50490",DR,B,N,0,SPRING,Seminar in CHEM,CHEM,0
"10000007251",LAW,"0940",Spring Semester 2019,,38704,"38704",DR,A,N,0,SPRING,Principles of ECON,ECON,0
"10000007252",LAW,"0930",Fall Semester 2018,Fall Semester 2018,53682,"53682",EN,N,N,0,FALL,Workshop: MATH,MATH,0
"10000007253",GRAD,"1150",Spring Semester 2026,,35175,"35175",EN,,N,0,SPRING,Seminar in PSYC,PSYC,0
"10000007254",UGRD,"1160",Summer Semester 2026,,55684,"55684",WL,,N,1,SUMMER,Advanced CS,CS,0
"10000007255",UGRD,"0850",Spring Semester 2016,,52947,"52947",EN,B,B,0,SPRING,Survey of CHEM,CHEM,0
"10000007256",LAW,"1070",Summer Semester 2023,,40693,"40693",WL,,N,1,SUMMER,Topics in ECON,ECON,0
"10000007257",GRAD,"1000",Spring Semester 2021,,33859,"33859",EN,P,P,0,SPRING,Advanced CHEM,CHEM,0
"10000007258",UGRD,"1170",Fall Semester 2026,,39028,"39028",DR,N,N,0,FALL,Principles of ECON,PSYC,1
"10000007259",GRAD,"0980",Summer Semester 2020,,38075,"38075",EN,B,B,0,SUMMER,Topics in ENGL,ENGL,0
"10000007260",GRAD,"0850",Spring Semester 2016,,51460,"51460",WL,P,N,1,SPRING,Principles of PHYS,PHYS,0
"10000007261",LAW,"1100",Summer Semester 2024,,39161,"39161",WL,A,N,1,SUMMER,Intro to ENGL,ENGL,0
"10000007262",GRAD,"1170",Fall Semester 2026,,54048,"54048",DR,A,N,0,FALL,Topics in CS,CS,0
"10000007263",LAW,"0870",Fall Semester 2016,,52500,"52500",WL,A,N,1,FALL,Fundamentals of ART,ART,0
"10000007264",LAW,"0970",Spring Semester 2020,,33075,"33075",WL,B,N,1,SPRING,Workshop: CS,CS,0
"10000007265",LAW,"0980",Summer Semester 2020,,44750,"44750",EN,C,C,0,SUMMER,Workshop: ECON,ECON,0
"10000007266",LAW,"0840",Fall Semester 2015,,47625,"47625",WL,,N,1,FALL,Special Topics in HIST,HIST,0
"10000007267",UGRD,"0980",Summer Semester 2020,,35264,"35264",EN,N,N,0,SUMMER,Lab in ENGL,ENGL,0
"10000007268",UGRD,"1000",Spring Semester 2021,,48992,"48992",EN,,N,0,SPRING,Special Topics in BIO,CHEM,1
"10000007269",GRAD,"1010",Summer Semester 2021,,52560,"52560",WL,C,N,1,SUMMER,Advanced MATH,MATH,0
"10000007270",UGRD,"1120",Spring Semester 2025,,34946,"34946",WL,C,N,1,SPRING,Lab in BIO,BIO,0
"10000007271",GRAD,"0920",Summer Semester 2018,,57699,"57699",DR,P,N,0,SUMMER,Workshop: ENGL,ART,1
"10000007272",UGRD,"0910",Spring Semester 2018,,35099,"35099",DR,A,N,0,SPRING,Principles of CHEM,CHEM,0
"10000007273",GRAD,"1020",Fall Semester 2021,,39843,"39843",WL,,N,1,FALL,Principles of PSYC,PSYC,0
"10000007274",UGRD,"1120",Spring Semester 2025,,48347,"48347",WL,B,N,1,SPRING,Special Topics in MATH,MATH,0
"10000007275",GRAD,"0960",Fall Semester 2019,,30019,"30019",DR,N,N,0,FALL,Intro to HIST,HIST,0
"10000007276",GRAD,"0860",Summer Semester 2016,,42049,"42049",EN,B,B,0,SUMMER,Topics in CHEM,CHEM,0
"10000007277",LAW,"1060",Spring Semester 2023,,53362,"53362",EN,N,N,0,SPRING,Workshop: HIST,HIST,0
"10000007278",LAW,"0930",Fall Semester 2018,,39850,"39850",WL,N,N,1,FALL,Fundamentals of CS,ENGL,1
"10000007279",GRAD,"0990",Fall Semester 2020,,40631,"40631",WL,N,N,1,FALL,Seminar in HIST,HIST,0
"10000007280",GRAD,"0960",Fall Semester 2019,,38150,"38150",DR,B,N,0,FALL,Workshop: BIO,BIO,0
"10000007281",GRAD,"1000",Spring Semester 2021,,55642,"55642",DR,A,N,0,SPRING,Lab in ENGL,ENGL,0
"10000007282",LAW,"1160",Summer Semester 2026,,33965,"33965",DR,P,N,0,SUMMER,Fundamentals of MATH,MATH,0
"10000007283",GRAD,"1140",Fall Semester 2025,Fall Semester 2025,55199,"55199",EN,C,C,0,FALL,Lab in PHYS,PHYS,0
"10000007284",LAW,"1100",Summer Semester 2024,,48004,"48004",DR,B,N,0,SUMMER,Advanced CHEM,CHEM,0
"10000007285",GRAD,"0860",Summer Semester 2016,,44589,"44589",DR,A,N,0,SUMMER,Principles of CS,CS,0
"10000007286",LAW,"1080",Fall Semester 2023,Fall Semester 2023,41649,"41649",EN,A,A,0,FALL,Intro to BIO,BIO,0
"10000007287",UGRD,"1020",Fall Semester 2021,,51300,"51300",WL,P,N,1,FALL,Lab in ECON,ECON,0
"10000007288",UGRD,"1080",Fall Semester 2023,Fall Semester 2023,39667,"39667",EN,,N,0,FALL,Principles of ENGL,ENGL,0
"10000007289",GRAD,"1150",Spring Semester 2026,,46054,"46054",EN,N,N,0,SPRING,Special Topics in CHEM,CHEM,0
"10000007290",UGRD,"0830",Summer Semester 2015,,56423,"56423",WL,P,N,1,SUMMER,Intro to HIST,HIST,0
"10000007291",LAW,"0960",Fall Semester 2019,,42970,"42970",DR,N,N,0,FALL,Workshop: CHEM,CHEM,0
"10000007292",LAW,"1010",Summer Semester 2021,,32073,"32073",WL,N,N,1,SUMMER,Survey of CHEM,CHEM,0
